Title,Year,Source title,DOI,Link
"Localize me anywhere, anytime: A multi-task point-retrieval approach",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973890943&doi=10.1109%2fICCV.2015.280&partnerID=40&md5=8f1354299d3dff62c9a46de8519583f8"
"3D-assisted feature synthesis for novel views of an object",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973890926&doi=10.1109%2fICCV.2015.307&partnerID=40&md5=d24c7902ce2904091e1eeb44e8c2a848"
"Real-time pose estimation piggybacked on object detection",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.274","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973867674&doi=10.1109%2fICCV.2015.274&partnerID=40&md5=539dccccad29256a33fbf3cc588fc4d1"
"Learning parametric distributions for image super-resolution: Where patch matching meets sparse coding",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973860960&doi=10.1109%2fICCV.2015.59&partnerID=40&md5=1216830b3e17990b3a145120851ad2de"
"Learning robust facial landmark detection via hierarchical structured ensemble",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081925441&doi=10.1109%2fICCV.2019.00023&partnerID=40&md5=33a350b4c74d8179c377cbeccf6536e0"
"Not all parts are created equal: 3D pose estimation by modeling bi-directional dependencies of body parts",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081923090&doi=10.1109%2fICCV.2019.00786&partnerID=40&md5=61ad8f6da4a4b7a4f5009614a3f1abd8"
"UM-adapt: Unsupervised multi-task adaptation using adversarial cross-task distillation",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081921290&doi=10.1109%2fICCV.2019.00152&partnerID=40&md5=81290cb63303a2c08da5996f428e5a96"
"LAP-net: Level-aware progressive network for image dehazing",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081919665&doi=10.1109%2fICCV.2019.00337&partnerID=40&md5=51c6df105a85b9caa0a3607eda183ba8"
"XR-EgoPose: Egocentric 3D human pose from an HMD camera",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081916660&doi=10.1109%2fICCV.2019.00782&partnerID=40&md5=e9ba98391986b4166ef8f90ed97da3b2"
"Structured modeling of joint deep feature and prediction refinement for salient object detection",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081911813&doi=10.1109%2fICCV.2019.00389&partnerID=40&md5=63fa76f9fea99af9a77de975e5f84e63"
"Scalable place recognition under appearance change for autonomous driving",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081911369&doi=10.1109%2fICCV.2019.00941&partnerID=40&md5=f684a67d38c569780538145d488872ca"
"Fast video object segmentation via dynamic targeting network",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081909448&doi=10.1109%2fICCV.2019.00568&partnerID=40&md5=95203dd1d34ba1cc3b071884b636592e"
"Watch, listen and tell: Multi-modal weakly supervised dense event captioning",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081908617&doi=10.1109%2fICCV.2019.00900&partnerID=40&md5=9a7f55db86b8c8ee20bb3d9a41f8c5b9"
"SRM: A style-based recalibration module for convolutional neural networks",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081907832&doi=10.1109%2fICCV.2019.00194&partnerID=40&md5=99fa9133021f812fb792c16aaf518fd4"
"Deceptionnet: Network-driven domain randomization",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081904974&doi=10.1109%2fICCV.2019.00062&partnerID=40&md5=2a74cd3c4e708757464a53a787972edf"
"Transferable representation learning in vision-and-language navigation",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081897356&doi=10.1109%2fICCV.2019.00750&partnerID=40&md5=6b68290a18f15ad4a352611495bb2056"
"Orientation-aware semantic segmentation on icosahedron spheres",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081889838&doi=10.1109%2fICCV.2019.00363&partnerID=40&md5=7482755d097b5cb6a8eaba8c30e5a7b4"
"Semi-supervised learning by augmented distribution alignment",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081889716&doi=10.1109%2fICCV.2019.00155&partnerID=40&md5=839e6899f8e7cd6f5eac9cc7ffbde820"
"Attacking optical flow",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081884086&doi=10.1109%2fICCV.2019.00249&partnerID=40&md5=0072c607efdd50f41d2dd6429caa0077"
"Bayesian optimized 1-bit CNNs",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079986553&doi=10.1109%2fICCV.2019.00501&partnerID=40&md5=b8b201a0c35412de9d78014c27e58940"
"A quaternion-based certifiably optimal solution to the wahba problem with outliers",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079288594&doi=10.1109%2fICCV.2019.00175&partnerID=40&md5=4a6554064e47587519dcdf3d4dc1e011"
"Deep learning for seeing through window with raindrops",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077230230&doi=10.1109%2fICCV.2019.00255&partnerID=40&md5=365a61cd71b7bbacc9b9f679778094a8"
"SHaPE: A Novel Graph Theoretic Algorithm for Making Consensus-Based Decisions in Person Re-identification Systems",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041910151&doi=10.1109%2fICCV.2017.127&partnerID=40&md5=df22c258c4f48ffadfd6a1c749bf8bdb"
"Directionally Convolutional Networks for 3D Shape Segmentation",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041905877&doi=10.1109%2fICCV.2017.294&partnerID=40&md5=24e3abc321d2ed41bc6164f71b4eb698"
"Generalized Orderless Pooling Performs Implicit Salient Matching",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041904296&doi=10.1109%2fICCV.2017.531&partnerID=40&md5=4f66e07aa3acfba11ff6458250ec2457"
"Polynomial Solvers for Saturated Ideals",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041894297&doi=10.1109%2fICCV.2017.251&partnerID=40&md5=3f4f933b1a4fbd70000b54a4be53778d"
"Super-Trajectory for Video Segmentation",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030116774&doi=10.1109%2fICCV.2017.185&partnerID=40&md5=635889401d7c8a74836f508561ca45f9"
"Projection bank: From high-dimensional data to medium-length binary codes",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973924387&doi=10.1109%2fICCV.2015.323&partnerID=40&md5=b95e2cdb2eb1d38fff8edf959d744fed"
