Title,Year,Source title,DOI,Link
"Event-Triggered Fault Detection Filter Design for a Continuous-Time Networked Control System",2016,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2507177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953329568&doi=10.1109%2fTCYB.2015.2507177&partnerID=40&md5=3ee5333e68f5f2ecea93d29efc9de1ca"
"Reinforcement-Learning-Based Robust Controller Design for Continuous-Time Uncertain Nonlinear Systems Subject to Input Constraints",2015,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2417170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027951427&doi=10.1109%2fTCYB.2015.2417170&partnerID=40&md5=0784eee876f8343c5b28394e46e61fc0"
"Resilient asynchronous H∞ filtering for markov jump neural networks with unideal measurements and multiplicative noises",2015,"IEEE Transactions on Cybernetics","10.1109/TCYB.2014.2387203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960090768&doi=10.1109%2fTCYB.2014.2387203&partnerID=40&md5=150a7a1f2bca44dbe5c30f76f8c1a68f"
"Approximation-Based Adaptive Tracking Control for MIMO Nonlinear Systems with Input Saturation",2015,"IEEE Transactions on Cybernetics","10.1109/TCYB.2014.2365778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965190044&doi=10.1109%2fTCYB.2014.2365778&partnerID=40&md5=007fec1011bf0f07324d57864ae3e64c"
"Event-triggered state estimation for complex networks with mixed time delays via sampled data information: The continuous-time case",2015,"IEEE Transactions on Cybernetics","10.1109/TCYB.2014.2386781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960126676&doi=10.1109%2fTCYB.2014.2386781&partnerID=40&md5=4a9edb10972fc361eb9382978cc75d86"
"Automatically Designing CNN Architectures Using the Genetic Algorithm for Image Classification",2020,"IEEE Transactions on Cybernetics","10.1109/TCYB.2020.2983860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089680491&doi=10.1109%2fTCYB.2020.2983860&partnerID=40&md5=0a6e89bd6d2080dfcadae4536ef91778"
"Group Decision Making Based on Heronian Aggregation Operators of Intuitionistic Fuzzy Numbers",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2634599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007378253&doi=10.1109%2fTCYB.2016.2634599&partnerID=40&md5=c0dbd4da33837d5ce3fd06cab0fe9425"
"Filtering of Interval Type-2 Fuzzy Systems with Intermittent Measurements",2016,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2413134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926372335&doi=10.1109%2fTCYB.2015.2413134&partnerID=40&md5=0f9591b1d6ecbb056714ef50657759ef"
"Iterative learning control for a flapping wing micro aerial vehicle under distributed disturbances",2019,"IEEE Transactions on Cybernetics","10.1109/TCYB.2018.2808321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046336104&doi=10.1109%2fTCYB.2018.2808321&partnerID=40&md5=8670b9048ecd04eb24d8e3fb05de7a31"
"CNNs-Based RGB-D saliency detection via cross-view transfer and multiview fusion",2018,"IEEE Transactions on Cybernetics","10.1109/TCYB.2017.2761775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034068786&doi=10.1109%2fTCYB.2017.2761775&partnerID=40&md5=d3f1b4eb66e3c741550f29cf613afb25"
